Web address,Site,Loads OK,Redirects to,Hidden from Google,Word count,Content amount,Other pages linking to it,In site menu,Links to broken pages,Nearly identical to,Similarity,Likely required (legal/compliance),"On enrollment, donation, or careers path",Mobile speed score (audited pages),Page size MB (audited pages),What the data suggests
https://uncommonschools.org/match-your-donation/,uncommonschools.org,yes,,,127,thin,2,,0,,,,yes,,,
https://uncommonschools.org/contact-us/,uncommonschools.org,yes,,,107,thin,1,yes,0,,,,,73,1.8,
https://uncommonschools.org/uncommon-excellence-girls-featured-on-good-morning-america/,uncommonschools.org,yes,,,175,thin,0,,0,,,,,,,
https://uncommonschools.org/2425survey-guidelines/,uncommonschools.org,yes,,,374,ok,0,,0,,,,,,,
https://uncommonschools.org/professional-development/,uncommonschools.org,yes,,,398,ok,13,yes,0,,,,,,,
https://uncommonschools.org/student-support/,uncommonschools.org,yes,,,296,ok,3,,0,,,,,,,
https://uncommonschools.org/press/,uncommonschools.org,yes,,,24,very thin,0,yes,0,,,,,,,
https://uncommonschools.org/marketingrequests/,uncommonschools.org,yes,,,94,very thin,0,,0,,,,,,,Almost no content and nothing links to it: likely remove
https://uncommonschools.org/why-uncommon/,uncommonschools.org,yes,,,564,ok,2,yes,0,,,,,67,2.9,
https://uncommonschools.org/home-office/,uncommonschools.org,yes,,,462,ok,2,,0,,,,,,,
https://uncommonschools.org/careers/,uncommonschools.org,yes,,,472,ok,14,yes,0,,,,yes,70,21.2,
https://uncommonschools.org/teachers/,uncommonschools.org,yes,,,751,ok,5,,0,,,,,,,
https://uncommonschools.org/careers/jobs/,uncommonschools.org,yes,,,68,very thin,7,yes,0,,,,yes,62,2.2,
https://uncommonschools.org/refer-a-family/,uncommonschools.org,yes,,,111,thin,0,,0,,,,,,,
https://uncommonschools.org/support-fund/,uncommonschools.org,redirects,https://uncommonschools.org/donate/,,456,ok,2,,0,https://uncommonschools.org/donate/,100%,,,,,Address changed: update links pointing here
https://uncommonschools.org/our-approach/,uncommonschools.org,yes,,,561,ok,3,yes,0,,,,,,,
https://uncommonschools.org/results/,uncommonschools.org,yes,,,565,ok,9,yes,0,,,,,67,87.1,
https://uncommonschools.org/about-us/,uncommonschools.org,yes,,,691,ok,6,yes,0,,,,,66,9.9,
https://uncommonschools.org/donate/,uncommonschools.org,yes,,,456,ok,9,yes,0,https://uncommonschools.org/support-fund/,100%,,yes,67,5.7,
https://uncommonschools.org/uncommon-sense/,uncommonschools.org,yes,,,174,thin,42,yes,0,,,,,,,
https://uncommonschools.org/alumni-success-coaches/,uncommonschools.org,yes,,,1246,ok,1,,0,,,,,,,
https://uncommonschools.org/uncommon-congratulates-questbridge-recipients/,uncommonschools.org,yes,,,224,thin,0,,0,,,,,,,
https://uncommonschools.org/alumni-spotlights/,uncommonschools.org,yes,,,1158,ok,3,,0,,,,,,,
https://uncommonschools.org/alumni-newsletter-resources/,uncommonschools.org,yes,,,61,very thin,8,,0,,,,,,,
https://uncommonschools.org/sharing-our-practices/new-principal-residency-program/,uncommonschools.org,yes,,,279,ok,0,,0,,,,,,,
https://uncommonschools.org/alumni/,uncommonschools.org,yes,,,400,ok,0,,0,,,,,,,
https://uncommonschools.org/college-career-resources/,uncommonschools.org,yes,,,204,thin,1,,0,,,,,,,
https://uncommonschools.org/our-people/,uncommonschools.org,yes,,,283,ok,0,yes,0,https://uncommonschools.org/people/norman-atkins/,100%,,,,,
https://uncommonschools.org/our-roles/,uncommonschools.org,yes,,,298,ok,1,yes,0,,,,,,,
https://uncommonschools.org/alumni-college-grads/,uncommonschools.org,yes,,,1374,ok,1,,0,,,,,,,
https://uncommonschools.org/alumni-deans-list/,uncommonschools.org,yes,,,556,ok,1,,0,,,,,,,
https://uncommonschools.org/alumni-spotlights-2026-highlights/,uncommonschools.org,yes,,,303,ok,0,,0,,,,,,,
https://uncommonschools.org/referrals/,uncommonschools.org,yes,,,881,ok,0,yes,0,,,,,,,
https://uncommonschools.org/school-leaders/,uncommonschools.org,yes,,,399,ok,5,,0,,,,,,,
https://uncommonschools.org/homepage-2/,uncommonschools.org,yes,,,367,ok,0,,0,https://uncommonschools.org/,88%,,,,,Nearly identical to another page: consider consolidating
https://uncommonschools.org/our-schools/,uncommonschools.org,yes,,,570,ok,1,yes,0,,,,,,,
https://uncommonschools.org/current-legal-notices/,uncommonschools.org,yes,,,243,thin,0,yes,0,https://nyc.uncommonschools.org/current-legal-notices/,97%,yes,,,,
https://uncommonschools.org/regions/boston/,uncommonschools.org,yes,,,16,very thin,0,,0,,,,,,,Almost no content and nothing links to it: likely remove
https://uncommonschools.org/regions/camden/,uncommonschools.org,yes,,,16,very thin,0,,0,,,,,,,Almost no content and nothing links to it: likely remove
https://uncommonschools.org/regions/newark/,uncommonschools.org,yes,,,16,very thin,0,,0,,,,,,,Almost no content and nothing links to it: likely remove
https://uncommonschools.org/regions/nyc/,uncommonschools.org,yes,,,16,very thin,0,,0,,,,,,,Almost no content and nothing links to it: likely remove
https://uncommonschools.org/regions/rochester/,uncommonschools.org,yes,,,16,very thin,0,,0,,,,,,,Almost no content and nothing links to it: likely remove
https://uncommonschools.org/uncommon-sense/frequently-asked-questions/,uncommonschools.org,redirects,https://uncommonschools.org/uncommon-sense-faq/,,449,ok,0,,0,https://uncommonschools.org/uncommon-sense-faq/,100%,,,,,Address changed: update links pointing here
https://uncommonschools.org/uncommon-sense/are-students-learning-growing-thriving/,uncommonschools.org,yes,,,1289,ok,16,,0,,,,,,,
https://uncommonschools.org/uncommon-sense/maximize-summer-school-double-down-reading/,uncommonschools.org,yes,,,962,ok,13,,0,,,,,,,
https://uncommonschools.org/uncommon-sense/desmos-drive-mathematical-dscourse/,uncommonschools.org,yes,,,1255,ok,11,,0,,,,,,,
https://uncommonschools.org/uncommon-sense/build-better-writers/,uncommonschools.org,yes,,,662,ok,12,,0,,,,,,,
https://uncommonschools.org/uncommon-sense/foster-self-love-celebrate-identity-elementary-classroom/,uncommonschools.org,yes,,,939,ok,5,,0,,,,,,,
